State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
Oregon;1997;81.5;11.6;14237.0;3275951;434.5913598829775;70.5;5.55;0.4371
Pennsylvania;1997;74.7;11.2;44849.0;12417352;361.18006479964487;68.9;5.125;0.4496
Rhode Island;1997;72.0;12.7;3292.0;992423;331.713392374018;86.0;5.35;0.4491
South Carolina;1997;68.3;13.1;37512.0;3815949;983.032005930897;54.6;4.492;0.4492
South Dakota;1997;77.1;16.5;976.0;748154;130.4544251584567;50.0;2.942;0.4230
Tennessee;1997;67.1;14.3;35866.0;5381988;666.4080261791739;60.9;5.225;0.4569
Texas;1997;72.1;16.7;117013.0;19533128;599.0489592859884;80.3;5.392;0.4573
Utah;1997;85.1;8.9;6686.0;2134535;313.2298135191037;87.0;3.167;0.4031
Vermont;1997;80.8;9.3;605.25;597791;101.4726855980152;32.2;3.908;0.4231
Virginia;1997;75.2;12.7;23244.0;6745490;344.58578991296406;69.4;3.6;0.4494
Washington;1997;83.8;9.2;23397.0;5620355;416.290430052906;76.4;4.9;0.4337
West Virginia;1997;66.0;16.4;3971.0;1855705;213.9887536003837;36.1;6.992;0.4438
Wisconsin;1997;78.6;8.2;13988.0;5239946;266.9493158898966;65.7;3.492;0.4204
Wyoming;1997;83.0;13.5;1196.0;484446;246.879941211198;65.0;4.783;0.4163
Alabama;1998;66.9;14.5;21387.0;4397943;486.29552497610814;60.4;4.458;0.4588
Alaska;1998;86.6;9.4;3256.0;614000;530.2931596091205;67.5;6.317;0.4037
Arizona;1998;78.7;16.6;26183.0;4689134;558.3760242296338;87.5;4.25;0.4445
Arkansas;1998;66.3;14.7;12399.0;2599923;476.8987389241912;53.5;5.042;0.4521
California;1998;76.2;15.4;229441.0;32763349;700.2977626005205;92.6;5.967;0.4651
Colorado;1998;84.4;9.2;14294.0;3995806;357.7250747408658;82.4;3.633;0.4378
Connecticut;1998;79.2;9.5;11991.0;3350286;357.9097426309276;79.1;3.225;0.4737
Delaware;1998;77.5;10.3;5303.0;764381;693.7639737251449;73.0;3.483;0.4304
District of Columbia;1998;73.1;22.3;8988.0;523000;1718.546845124283;100.0;8.242;0.5096
Florida;1998;74.4;13.1;139601.0;14966475;932.7580475696516;84.8;4.433;0.4608
Georgia;1998;70.9;13.5;42091.0;7745797;543.4043778839027;63.2;4.175;0.4566
Hawaii;1998;80.1;10.9;2946.0;1289793;228.40874465902667;89.0;5.792;0.4219
Idaho;1998;79.7;13.0;3469.0;1264195;274.4038696561844;57.4;5.225;0.4200
Illinois;1998;76.2;10.1;64247.0;12163478;528.195965002773;84.6;4.467;0.4578
Indiana;1998;75.6;9.4;20653.0;5913427;349.25602362217376;64.9;2.983;0.4295
Iowa;1998;80.1;9.1;7513.0;2874801;261.3398283916;60.6;2.85;0.4193
Kansas;1998;81.3;9.6;3729.0;2629938;141.79041483107207;69.1;3.692;0.4332
Kentucky;1998;64.6;13.5;8806.0;3945918;223.16733393851567;51.8;4.517;0.4546
Louisiana;1998;68.3;19.1;32160.0;4385359;733.3493107405802;68.1;5.517;0.4713
Maine;1998;78.8;10.4;1560.0;1274119;122.437543118029;44.6;4.458;0.4306
Maryland;1998;78.4;7.2;40739.0;5285233;770.8080230332324;81.3;4.233;0.4323
Massachusetts;1998;80.0;8.7;35352.0;6164413;573.4852612892744;84.3;3.375;0.4628
Michigan;1998;76.8;11.0;60869.0;10082413;603.7146068108894;70.5;3.983;0.4420
Minnesota;1998;82.4;10.3;14604.0;4774354;305.88431440148764;69.9;2.675;0.4290
Mississippi;1998;64.3;17.6;7471.0;2752106;271.4648345666918;47.1;5.225;0.4608
Missouri;1998;73.9;9.8;28054.0;5526522;507.6248678644544;68.7;4.058;0.4424
Montana;1998;81.0;16.6;495.0;952396;51.97417880797484;52.5;5.592;0.4343
Nebraska;1998;81.8;12.3;7369.0;1754330;420.04639948014346;66.1;2.517;0.4251
Nevada;1998;78.8;10.6;11244.0;1753364;641.2815593339432;88.3;4.167;0.4351
New Hampshire;1998;82.2;9.8;648.0;1342432;48.27060141593764;51.0;2.833;0.4173
New Jersey;1998;76.7;8.6;35717.0;8159326;437.7444901698988;89.4;4.567;0.4563
New Mexico;1998;75.1;20.4;13559.0;1751920;773.9508653363167;73.0;6.233;0.4556
New York;1998;74.8;16.7;113039.0;19964708;566.1941061196588;84.3;5.583;0.4908
North Carolina;1998;70.0;14.0;43260.0;7565697;571.7913366078499;50.4;3.525;0.4541
North Dakota;1998;76.7;15.1;534.0;649017;82.27827622388936;53.3;2.967;0.4342
Ohio;1998;75.7;11.2;31190.0;11566081;269.6678330369638;74.1;4.333;0.4431
Oklahoma;1998;74.6;14.1;18035.0;3393885;531.3969094415397;67.7;4.075;0.4470
Oregon;1998;81.5;15.0;13660.0;3316702;411.85490888237774;70.5;5.642;0.4382
Pennsylvania;1998;74.7;11.3;48257.0;12432055;388.1659146456479;68.9;4.7;0.4506
Rhode Island;1998;72.0;11.6;3059.0;994135;307.7046879950912;86.0;4.583;0.4502
South Carolina;1998;68.3;13.7;34933.0;3890310;897.9490066344327;54.6;3.633;0.4503
South Dakota;1998;77.1;10.8;940.0;751070;125.15477918170076;50.0;2.883;0.4240
Tennessee;1998;67.1;13.4;34700.0;5439434;637.9340203410869;60.9;4.35;0.4580
Texas;1998;72.1;15.1;111090.0;19849163;559.6709543873462;80.3;4.967;0.4584
Utah;1998;85.1;9.0;6361.0;2199005;289.26719129788245;87.0;3.558;0.4041
Vermont;1998;80.8;9.9;594.0;591860;100.36157199337684;32.2;3.4;0.4242
Virginia;1998;75.2;8.8;21767.0;6802485;319.9860051143075;69.4;2.825;0.4505
Washington;1998;83.8;8.9;23846.0;5699159;418.4126114045949;76.4;4.775;0.4348
West Virginia;1998;66.0;17.8;4411.0;1848996;238.5619006206612;36.1;6.65;0.4449
Wisconsin;1998;78.6;8.8;6932.0;5301409;130.75769102138696;65.7;3.275;0.4215
Wyoming;1998;83.0;10.6;1158.0;485341;238.5951320823916;65.0;4.8;0.4173
Alabama;1999;66.9;15.2;20432.0;4416008;462.6803212313021;60.4;4.733;0.4599
Alaska;1999;86.6;7.6;3497.0;619000;564.9434571890146;67.5;6.35;0.4048
Arizona;1999;78.7;12.2;25931.0;4790537;541.2963097873997;87.5;4.467;0.4456
Arkansas;1999;66.3;14.7;10731.0;2608974;411.31111310423177;53.5;4.517;0.4531
California;1999;76.2;14.0;207900.0;33243480;625.3857899353496;92.6;5.283;0.4662
Colorado;1999;84.4;8.5;13268.0;4081250;325.09647779479326;82.4;3.008;0.4389
Connecticut;1999;79.2;7.2;11366.0;3357532;338.52246233245137;79.1;2.5;0.4748
Delaware;1999;77.5;10.4;5005.0;774931;645.8639543391605;73.0;3.242;0.4315
District of Columbia;1999;73.1;14.7;8448.0;519000;1627.745664739885;100.0;6.55;0.5107
Florida;1999;74.4;12.4;128332.0;15178289;845.497143979799;84.8;3.942;0.4619
Georgia;1999;70.9;12.8;39799.0;7845726;507.2698179875259;63.2;3.833;0.4577
Hawaii;1999;80.1;10.8;2785.0;1281793;217.27377197410192;89.0;5.167;0.4230
Idaho;1999;79.7;14.1;3112.0;1289082;241.41210566899545;57.4;4.983;0.4211
Illinois;1999;76.2;9.9;58096.0;12246219;474.3994860781111;84.6;4.425;0.4589
Indiana;1999;75.6;6.7;17954.0;5957410;301.3725763377038;64.9;2.925;0.4306
Iowa;1999;80.1;7.4;7513.0;2890876;259.886622601592;60.6;2.683;0.4204
Kansas;1999;81.3;12.3;3035.0;2654899;114.31696648347076;69.1;3.467;0.4342
Kentucky;1999;64.6;12.1;7938.0;3971951;199.8514080360005;51.8;4.508;0.4557
Louisiana;1999;68.3;19.2;30578.0;4422198;691.4660989851653;68.1;4.95;0.4724
Maine;1999;78.8;10.6;1243.0;1283547;96.84101945624118;44.6;3.958;0.4317
Maryland;1999;78.4;7.3;23561.0;5329480;442.0881586946569;81.3;3.425;0.4334
Massachusetts;1999;80.0;11.8;33256.0;6190355;537.2228248622251;84.3;3.283;0.4639
Michigan;1999;76.8;9.7;54885.0;10131696;541.7158193455468;70.5;3.742;0.4431
Minnesota;1999;82.4;7.3;13061.0;4823751;270.7643906163482;69.9;2.775;0.4301
Mississippi;1999;64.3;16.2;8063.0;2769107;291.1769028787981;47.1;5.092;0.4619
Missouri;1999;73.9;11.7;25495.0;5543399;459.9163798240033;68.7;3.242;0.4435
Montana;1999;81.0;15.8;974.0;961317;101.31933586943744;52.5;5.3;0.4354
Nebraska;1999;81.8;11.0;7030.0;1762297;398.9111937431658;66.1;2.767;0.4262
Nevada;1999;78.8;11.3;10311.0;1814905;568.1289103286398;88.3;4.05;0.4362
New Hampshire;1999;82.2;7.6;694.0;1301550;53.321040298106105;51.0;2.725;0.4184
New Jersey;1999;76.7;7.8;33539.0;8188146;409.6043231276042;89.4;4.442;0.4574
New Mexico;1999;75.1;20.9;12732.0;1754684;725.6007349471472;73.0;5.583;0.4567
New York;1999;74.8;14.2;101781.0;19992301;509.10097842164345;84.3;5.183;0.4919
North Carolina;1999;70.0;13.8;40401.0;7671532;526.6353578398682;50.4;3.3;0.4552
North Dakota;1999;76.7;13.1;467.0;646111;72.27860228350856;53.3;3.15;0.4353
Ohio;1999;75.7;12.0;30181.0;11577790;260.6801470747008;74.1;4.325;0.4442
Oklahoma;1999;74.6;12.8;17064.0;3405170;501.1203552245556;67.7;3.475;0.4481
Oregon;1999;81.5;12.6;12418.0;3353566;370.292399195364;70.5;5.483;0.4393
Pennsylvania;1999;74.7;9.3;47611.0;12422113;383.2761785374195;68.9;4.492;0.4517
Rhode Island;1999;72.0;10.0;2839.0;997138;284.71485391189583;86.0;4.183;0.4513
South Carolina;1999;68.3;11.7;33360.0;3912894;852.565901350765;54.6;4.158;0.4514
South Dakota;1999;77.1;7.7;1041.0;743276;140.05564554754898;50.0;2.717;0.4251
Tennessee;1999;67.1;11.9;37037.0;5491149;674.4854310090657;60.9;3.958;0.4591
Texas;1999;72.1;15.2;111635.0;20134706;554.4406757168443;80.3;4.725;0.4595
Utah;1999;85.1;5.7;5842.0;2242312;260.5346624376983;87.0;3.508;0.4052
Vermont;1999;80.8;9.6;653.0;602272;108.42277243504594;32.2;3.067;0.4253
Virginia;1999;75.2;7.9;20350.0;6881126;295.73648266286654;69.4;2.675;0.4515
Washington;1999;83.8;9.6;21344.0;5772925;369.7259188366383;76.4;4.85;0.4359
West Virginia;1999;66.0;15.7;4831.0;1826649;264.4733607825039;36.1;6.442;0.4460
Wisconsin;1999;78.6;8.6;12796.0;5314509;240.77482981024207;65.7;3.067;0.4226
Wyoming;1999;83.0;11.6;1111.0;484327;229.3904737914673;65.0;4.717;0.4184
Alabama;2000;75.27;13.3;17990.0;4488050;400.8422366060984;55.4;4.642;0.4610
Alaska;2000;88.33;7.6;3151.0;626932;502.6063432716786;65.6;6.292;0.4059
Arizona;2000;80.97;11.7;27186.0;5142271;528.6769211502077;88.2;3.983;0.4467
Arkansas;2000;75.31;16.5;11807.0;2737887;431.24497103057945;52.5;4.167;0.4542
California;2000;76.79;12.7;210461.0;33974269;619.4717537557615;94.4;4.925;0.4673
Colorado;2000;86.93;9.8;13508.0;4333212;311.7318054136285;84.5;2.725;0.4400
Connecticut;2000;83.98;7.7;11166.0;3485100;320.39252819144355;87.7;2.158;0.4759
Delaware;2000;82.6;8.4;4964.0;806621;615.4067399683371;80.1;3.458;0.4325
District of Columbia;2000;77.83;15.2;8623.0;572059;1507.3620028703333;100.0;5.667;0.5118
Florida;2000;79.86;11.0;128041.0;16049613;797.7824761257484;89.3;3.733;0.4629
Georgia;2000;78.57;12.1;39423.0;8200086;480.7632505317627;71.6;3.533;0.4587
Hawaii;2000;84.57;8.9;2954.0;1314665;224.6960252231557;91.5;4.233;0.4241
Idaho;2000;84.72;12.5;3264.0;1326951;245.9774324748992;66.4;4.625;0.4222
Illinois;2000;81.43;10.7;50655.0;12499777;405.2472296105763;87.8;4.458;0.4599
Indiana;2000;82.13;8.5;17844.0;6096020;292.7155750801342;70.8;3.025;0.4317
Iowa;2000;86.1;8.3;7697.0;2950043;260.9114511212209;61.1;2.675;0.4215
Kansas;2000;86.02;8.0;8151.0;2761829;295.13050952828723;71.4;3.742;0.4353
Kentucky;2000;74.12;12.6;6657.0;4066838;163.6898248713128;55.8;4.15;0.4567
Louisiana;2000;74.81;17.2;28542.0;4522112;631.1652608338759;72.6;5.125;0.4735
Maine;2000;85.37;10.1;1391.0;1314095;105.85231661333464;40.2;3.308;0.4328
Maryland;2000;83.83;7.4;41847.0;5449611;767.889671391224;86.1;3.575;0.4345
Massachusetts;2000;84.76;9.8;33163.0;6365273;520.9988636779601;91.4;2.808;0.4649
Michigan;2000;83.41;9.9;54015.0;10243936;527.2875582198093;74.7;3.692;0.4442
Minnesota;2000;87.95;5.7;13678.0;4983365;274.473172244056;70.9;3.108;0.4312
Mississippi;2000;72.86;14.9;7397.0;2844765;260.0214780482747;48.8;5.325;0.4629
Missouri;2000;81.32;9.2;25438.0;5666897;448.8876363907796;69.4;3.392;0.4445
Montana;2000;87.15;14.1;2495.0;979214;254.7961936818714;54.1;4.833;0.4365
Nebraska;2000;86.58;8.6;5532.0;1776031;311.4810495987964;69.8;2.833;0.4273
Nevada;2000;80.66;8.8;10474.0;2003421;522.8057407803951;91.5;4.142;0.4372
New Hampshire;2000;87.41;4.5;1129.0;1327707;85.03382146814019;59.3;2.667;0.4195
New Jersey;2000;82.07;7.3;32297.0;8461319;381.7017181363804;94.4;3.65;0.4585
New Mexico;2000;78.85;17.5;12445.0;1830812;679.7530276183463;75.0;5.017;0.4578
New York;2000;79.06;13.9;99945.0;20769343;481.21406632843417;87.5;4.5;0.4930
North Carolina;2000;78.14;12.5;38909.0;8084417;481.28393179124726;60.2;3.75;0.4563
North Dakota;2000;83.86;10.4;502.0;658473;76.2369907346239;55.9;2.908;0.4364
Ohio;2000;82.97;10.0;32451.0;11633043;278.9553859639305;77.4;4.067;0.4453
Oklahoma;2000;80.61;14.9;17176.0;3498712;490.9235169971121;65.3;2.992;0.4492
Oregon;2000;85.13;10.9;11890.0;3460183;343.62344419355856;78.7;5.183;0.4404
Pennsylvania;2000;81.9;8.6;48354.0;12822219;377.1110133121264;77.1;4.225;0.4528
Rhode Island;2000;77.96;10.2;3119.0;1054364;295.81814250107175;90.9;4.05;0.4524
South Carolina;2000;76.34;11.1;32671.0;4035045;809.6811807551093;60.5;3.7;0.4525
South Dakota;2000;84.57;10.7;1138.0;765528;148.6555684442633;51.9;2.517;0.4262
Tennessee;2000;75.92;13.5;40213.0;5696812;705.8860288877358;63.6;3.833;0.4602
Texas;2000;75.65;15.5;113270.0;20934833;541.0599645098673;82.5;4.367;0.4606
Utah;2000;87.73;7.6;5349.0;2355886;227.0483376530104;88.2;3.333;0.4063
Vermont;2000;86.42;10.0;647.0;617492;104.77868539187553;38.2;2.775;0.4264
Virginia;2000;81.47;8.3;19771.0;7085348;279.0406342779494;73.0;2.292;0.4526
Washington;2000;87.08;10.8;21443.0;5910726;362.7811541255677;82.0;5.058;0.4369
West Virginia;2000;75.21;14.7;5448.0;1819964;299.3465804818117;46.1;5.558;0.4470
Wisconsin;2000;85.09;9.3;12387.0;5433493;227.97489570705253;68.3;3.392;0.4237
Wyoming;2000;87.86;10.8;1310.0;499238;262.3998974437042;65.1;3.792;0.4195
Alabama;2001;75.27;15.9;16789.0;4502059;372.9182580681417;55.4;5.15;0.4621
Alaska;2001;88.33;8.5;3375.0;634892;531.5864745500022;65.6;6.283;0.4070
Arizona;2001;80.97;14.6;28371.0;5323460;532.9428604704459;88.2;4.725;0.4478
Arkansas;2001;75.31;17.8;11248.0;2752264;408.6817252996079;52.5;4.742;0.4553
California;2001;76.79;12.6;212660.0;34608064;614.4810642976157;94.4;5.458;0.4684
Colorado;2001;86.93;8.7;13953.0;4449380;313.5942535813979;84.5;3.817;0.4410
Connecticut;2001;83.98;7.3;11562.0;3505041;329.86775333013225;87.7;2.933;0.4770
Delaware;2001;82.6;6.7;4935.0;818643;602.8268732524434;80.1;3.483;0.4336
District of Columbia;2001;77.83;18.2;9417.0;571822;1646.8411498683156;100.0;6.308;0.5129
Florida;2001;79.86;12.7;130536.0;16465493;792.7852509487569;89.3;4.667;0.4640
Georgia;2001;78.57;12.9;39614.0;8403421;471.40325350830335;71.6;3.983;0.4598
Hawaii;2001;84.57;11.4;3117.0;1328623;234.60379656230543;91.5;4.275;0.4252
Idaho;2001;84.72;11.5;3198.0;1358864;235.34363998163167;66.4;5.075;0.4233
Illinois;2001;81.43;10.1;49308.0;12558378;392.6303221642158;87.8;5.433;0.4610
Indiana;2001;82.13;8.5;20113.0;6130368;328.0879712278284;70.8;4.175;0.4328
Iowa;2001;86.1;7.4;7597.0;2944852;257.9756130359013;61.1;3.333;0.4225
Kansas;2001;86.02;10.1;8757.0;2717796;322.2096139666112;71.4;4.3;0.4364
Kentucky;2001;74.12;12.6;5824.0;4101396;142.0004310727372;55.8;5.158;0.4578
Louisiana;2001;74.81;16.2;29131.0;4518855;644.654453395827;72.6;5.592;0.4746
Maine;2001;85.37;10.3;1432.0;1322818;108.25374314531552;40.2;3.75;0.4339
Maryland;2001;83.83;7.2;42896.0;5530549;775.619201638029;86.1;4.142;0.4356
Massachusetts;2001;84.76;8.9;31725.0;6395204;496.0748711065354;91.4;3.792;0.4660
Michigan;2001;83.41;9.4;54803.0;10287311;532.7242464041381;74.7;5.15;0.4452
Minnesota;2001;87.95;7.4;12817.0;5038797;254.366270361755;70.9;3.758;0.4323
Mississippi;2001;72.86;19.3;7650.0;2858136;267.656962439856;48.8;5.45;0.4640
Missouri;2001;81.32;9.7;28772.0;5701710;504.620543661463;69.4;4.525;0.4456
Montana;2001;87.15;13.3;1761.0;976899;180.26428525364443;54.1;4.617;0.4375
Nebraska;2001;86.58;9.4;5008.0;1778173;281.63738848807174;69.8;3.158;0.4283
Nevada;2001;80.66;7.1;12332.0;2112936;583.6428552497567;91.5;5.108;0.4383
New Hampshire;2001;87.41;6.5;1108.0;1325114;83.61544742565546;59.3;3.408;0.4206
New Jersey;2001;82.07;8.1;33074.0;8531789;387.6560941673546;94.4;4.225;0.4595
New Mexico;2001;78.85;18.0;12520.0;1840977;680.0736782697448;75.0;4.967;0.4589
New York;2001;79.06;14.2;93005.0;20795253;447.241493046514;87.5;4.867;0.4940
North Carolina;2001;78.14;12.5;39824.0;8221148;484.40923335767707;60.2;5.475;0.4574
North Dakota;2001;83.86;13.8;489.0;649488;75.29007464341142;55.9;2.817;0.4374
Ohio;2001;82.97;10.5;36757.0;11648402;315.5540133316141;77.4;4.433;0.4463
Oklahoma;2001;80.61;15.1;17725.0;3512705;504.59688473697616;65.3;3.625;0.4503
Oregon;2001;85.13;11.8;10594.0;3512205;301.63387387695195;78.7;6.358;0.4415
Pennsylvania;2001;81.9;9.6;45429.0;12815044;354.49741725428333;77.1;4.825;0.4539
Rhode Island;2001;77.96;9.6;3278.0;1065026;307.7859132077527;90.9;4.492;0.4534
South Carolina;2001;76.34;15.1;32837.0;4086286;803.5903507488218;60.5;5.167;0.4536
South Dakota;2001;84.57;8.4;1044.0;767707;135.98938136554702;51.9;3.0;0.4273
Tennessee;2001;75.92;14.1;42742.0;5750195;743.3139223974143;63.6;4.592;0.4613
Texas;2001;75.65;14.9;121448.0;21416331;567.0812614915226;82.5;4.958;0.4617
Utah;2001;87.73;10.5;5205.0;2387140;218.0433489447624;88.2;4.383;0.4074
Vermont;2001;86.42;9.7;585.0;621815;94.07942876900688;38.2;3.217;0.4275
Virginia;2001;81.47;8.0;20120.0;7194672;279.65138647043256;73.0;3.167;0.4537
Washington;2001;87.08;10.7;20899.0;6004842;348.03580177463454;82.0;6.05;0.4380
West Virginia;2001;75.21;16.4;4630.0;1813493;255.3084020726852;46.1;5.283;0.4481
Wisconsin;2001;85.09;7.9;12379.0;5472216;226.2154856460344;68.3;4.425;0.4248
Wyoming;2001;87.86;8.7;1261.0;499886;252.25751471335465;65.1;3.875;0.4206
Alabama;2002;75.27;14.5;18164.0;4516995;402.1257495303847;55.4;5.892;0.4632
Alaska;2002;88.33;8.8;3483.0;643893;540.9283840638118;65.6;7.167;0.4081
Arizona;2002;80.97;13.5;29790.0;5468832;544.7232608352205;88.2;6.158;0.4489
Arkansas;2002;75.31;19.8;10982.0;2766823;396.9173308158852;52.5;5.333;0.4564
California;2002;76.79;13.1;208158.0;35222901;590.9734692210616;94.4;6.733;0.4695
Colorado;2002;86.93;9.8;14691.0;4539943;323.5943711187563;84.5;5.717;0.4421
Connecticut;2002;83.98;8.3;10540.0;3541286;297.63199018661584;87.7;4.35;0.4780
Delaware;2002;82.6;9.1;5074.0;832091;609.7890735508496;80.1;4.083;0.4347
District of Columbia;2002;77.83;17.0;9320.0;570898;1632.5157909118618;100.0;6.608;0.5140
Florida;2002;79.86;12.6;127905.0;16790087;761.7887864428576;89.3;5.642;0.4651
Georgia;2002;78.57;11.2;37463.0;8593897;435.9256342029698;71.6;4.983;0.4609
Hawaii;2002;84.57;11.3;3262.0;1350867;241.4745493079629;91.5;4.042;0.4262
Idaho;2002;84.72;11.3;3426.0;1378653;248.5034305224012;66.4;5.642;0.4244
Illinois;2002;81.43;12.8;48658.0;12671130;384.0067933956956;87.8;6.55;0.4621
Indiana;2002;82.13;9.1;19447.0;6174803;314.94122160658407;70.8;5.117;0.4338
Iowa;2002;86.1;9.2;8208.0;2963614;276.9591451518315;61.1;4.0;0.4236
Kansas;2002;86.02;10.1;8777.0;2786107;315.02738408826366;71.4;5.092;0.4375
Kentucky;2002;74.12;14.2;6756.0;4118154;164.0540883123846;55.8;5.783;0.4589
Louisiana;2002;74.81;17.5;27401.0;4529119;604.9962476146023;72.6;5.967;0.4757
Maine;2002;85.37;13.4;1392.0;1329171;104.72693129777883;40.2;4.433;0.4350
Maryland;2002;83.83;7.4;42278.0;5615508;752.8793476921411;86.1;4.483;0.4366
Massachusetts;2002;84.76;10.0;31190.0;6442064;484.1615978978167;91.4;5.242;0.4671
Michigan;2002;83.41;11.6;53993.0;10348434;521.7504406946983;74.7;6.192;0.4463
Minnesota;2002;87.95;6.5;13114.0;5086860;257.8014728142705;70.9;4.417;0.4334
Mississippi;2002;72.86;18.4;7180.0;2871782;250.01897776363245;48.8;6.4;0.4651
Missouri;2002;81.32;9.9;30285.0;5684884;532.7285481990486;69.4;5.325;0.4467
Montana;2002;87.15;13.5;2081.0;981132;212.10193939245687;54.1;4.567;0.4386
Nebraska;2002;86.58;10.6;5293.0;1794722;294.92032749361744;69.8;3.658;0.4294
Nevada;2002;80.66;8.9;13860.0;2180572;635.6130409819075;91.5;5.625;0.4394
New Hampshire;2002;87.41;5.8;1317.0;1340548;98.2434049358919;59.3;4.467;0.4217
New Jersey;2002;82.07;7.9;32100.0;8638252;371.6029585615238;94.4;5.775;0.4606
New Mexico;2002;78.85;17.9;12172.0;1866916;651.9843420914492;75.0;5.475;0.4600
New York;2002;79.06;14.0;94360.0;20955239;450.29312240246935;87.5;6.2;0.4951
North Carolina;2002;78.14;14.3;38104.0;8347250;456.4856689328821;60.2;6.525;0.4585
North Dakota;2002;83.86;11.6;464.0;650180;71.36485280999108;55.9;3.375;0.4385
Ohio;2002;82.97;9.8;37403.0;11678044;320.2848011190915;77.4;5.817;0.4474
Oklahoma;2002;80.61;14.1;17587.0;3544795;496.1358837393982;65.3;4.617;0.4513
Oregon;2002;85.13;10.9;10210.0;3562454;286.60019189019704;78.7;7.45;0.4426
Pennsylvania;2002;81.9;9.5;46392.0;12859638;360.7566558249929;77.1;5.542;0.4550
Rhode Island;2002;77.96;11.0;3051.0;1075893;283.57838558295293;90.9;5.05;0.4545
South Carolina;2002;76.34;14.3;34344.0;4125577;832.4653739343612;60.5;6.075;0.4547
South Dakota;2002;84.57;11.5;1195.0;772235;154.74564089946713;51.9;3.258;0.4284
Tennessee;2002;75.92;14.8;41623.0;5812035;716.1519158091787;63.6;5.175;0.4623
Texas;2002;75.65;15.6;125661.0;21857459;574.9112922961448;82.5;6.367;0.4627
Utah;2002;87.73;9.9;5498.0;2444864;224.8795843040758;88.2;5.667;0.4085
Vermont;2002;86.42;9.9;666.0;625369;106.49712409793256;38.2;3.942;0.4286
Virginia;2002;81.47;9.9;20809.0;7300583;285.03203100355137;73.0;4.192;0.4548
Washington;2002;87.08;11.0;20541.0;6093559;337.09364264791725;82.0;7.15;0.4391
West Virginia;2002;75.21;16.8;3981.0;1813445;219.5269225148819;46.1;6.075;0.4492
Wisconsin;2002;85.09;8.6;12101.0;5518622;219.2757539835125;68.3;5.317;0.4258
Wyoming;2002;87.86;9.0;1336.0;504213;264.9673848155442;65.1;4.058;0.4217
Alabama;2003;75.27;15.0;18387.0;4531274;405.7799197311838;55.4;5.95;0.4642
Alaska;2003;88.33;9.6;3786.0;648921;583.4300323151816;65.6;7.675;0.4092
Arizona;2003;80.97;13.5;28197.0;5602641;503.2805064611493;88.2;5.783;0.4500
Arkansas;2003;75.31;17.8;11112.0;2773659;400.6260322555873;52.5;5.758;0.4575
California;2003;76.79;13.1;204594.0;35592667;574.8206505570375;94.4;6.9;0.4705
Colorado;2003;86.93;9.7;14693.0;4584627;320.48408736414103;84.5;6.117;0.4432
Connecticut;2003;83.98;8.1;9765.0;3565135;273.90267128734257;87.7;5.458;0.4791
Delaware;2003;82.6;7.3;5525.0;841448;656.6062311634231;80.1;4.25;0.4358
District of Columbia;2003;77.83;16.8;9061.0;563384;1608.3168851085582;100.0;6.833;0.5151
Florida;2003;79.86;12.7;124236.0;17102484;726.4207936110333;89.3;5.292;0.4662
Georgia;2003;78.57;11.9;36915.0;8719493;423.3617711488501;71.6;4.825;0.4620
Hawaii;2003;84.57;9.3;3400.0;1364659;249.1464900755427;91.5;3.908;0.4273
Idaho;2003;84.72;10.2;3335.0;1407177;236.99932560012;66.4;5.592;0.4254
Illinois;2003;81.43;12.6;42417.0;12719599;333.4774940625093;87.8;6.75;0.4632
Indiana;2003;82.13;9.9;19561.0;6214751;314.7511461038423;70.8;5.208;0.4349
Iowa;2003;86.1;8.9;7944.0;2973146;267.19172216904246;61.1;4.458;0.4247
Kansas;2003;86.02;10.8;7891.0;2794304;282.3959025217013;71.4;5.583;0.4386
Kentucky;2003;74.12;14.4;6436.0;4145297;155.26028653676684;55.8;6.183;0.4600
Louisiana;2003;74.81;17.0;26497.0;4542081;583.3669632928166;72.6;6.233;0.4767
Maine;2003;85.37;11.6;1422.0;1344343;105.77657636481166;40.2;5.1;0.4361
Maryland;2003;83.83;8.6;27595.0;5672192;486.49622579771625;86.1;4.475;0.4377
Massachusetts;2003;84.76;10.3;30895.0;6447698;479.1632610584429;91.4;5.742;0.4682
Michigan;2003;83.41;11.4;50998.0;10392804;490.70491466980417;74.7;7.108;0.4474
Minnesota;2003;87.95;7.4;12799.0;5135884;249.20734191037025;70.9;4.758;0.4344
Mississippi;2003;72.86;16.0;6813.0;2881281;236.45732575198323;48.8;6.142;0.4662
Missouri;2003;81.32;10.7;28051.0;5732950;489.2943423542853;69.4;5.692;0.4478
Montana;2003;87.15;15.1;2185.0;987421;221.2835254668475;54.1;4.733;0.4397
Nebraska;2003;86.58;9.8;5011.0;1803654;277.8249043330927;69.8;3.917;0.4305
Nevada;2003;80.66;10.9;13813.0;2247570;614.5748519512184;91.5;5.2;0.4405
New Hampshire;2003;87.41;5.8;1239.0;1349937;91.78206094062168;59.3;4.433;0.4228
New Jersey;2003;82.07;8.6;31436.0;8688836;361.7975986656901;94.4;5.85;0.4617
New Mexico;2003;78.85;18.1;11244.0;1892610;594.1002108199788;75.0;5.925;0.4611
New York;2003;79.06;14.3;88362.0;21018067;420.4097360618367;87.5;6.417;0.4962
