State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
Minnesota;2015;92.08;7.8;13383.0;5717579;234.0676009898596;73.3;3.758;0.4492
Mississippi;2015;83.6;19.1;4924.0;2993652;164.4813759247902;49.4;6.45;0.4759
Missouri;2015;88.56;9.8;30224.0;6136017;492.56708382652783;70.4;5.1;0.4634
Montana;2015;92.29;11.9;3582.0;1099717;325.72016255091086;55.9;4.242;0.4623
Nebraska;2015;90.63;10.3;4925.0;1969182;250.1038502281658;73.1;2.975;0.4473
Nevada;2015;85.12;13.0;20144.0;2897487;695.2231364627348;94.2;6.867;0.4548
New Hampshire;2015;92.59;7.3;2582.0;1373366;188.00523676864;60.3;3.392;0.4347
New Jersey;2015;89.02;11.2;22592.0;9014923;250.6066884875223;94.7;5.692;0.4832
New Mexico;2015;84.25;19.7;12632.0;2090676;604.2064863230839;77.4;6.608;0.4795
New York;2015;86.26;14.2;75022.0;21755244;344.8455921707888;87.9;5.217;0.5138
North Carolina;2015;86.49;15.3;30348.0;10074032;301.2497875726422;66.1;5.658;0.4776
North Dakota;2015;92.06;10.7;1925.0;781773;246.23516033426583;59.9;2.775;0.4664
Ohio;2015;89.28;13.6;31134.0;11717241;265.71101507598934;77.9;4.958;0.4637
Oklahoma;2015;86.74;14.2;16593.0;3968524;418.11514810040205;66.2;4.283;0.4702
Oregon;2015;89.41;11.9;6355.0;4094023;155.22628964224188;81.0;5.458;0.4622
Pennsylvania;2015;89.45;12.3;40245.0;13513390;297.81572203569937;78.7;5.417;0.4685
Rhode Island;2015;87.74;11.8;2565.0;1062954;241.30865493709044;90.7;6.017;0.4732
South Carolina;2015;86.41;14.3;24025.0;4919429;488.3696868071477;66.3;5.9;0.4698
South Dakota;2015;90.4;13.9;3288.0;895557;367.1458098144507;56.7;3.025;0.4436
Tennessee;2015;86.53;14.7;40811.0;6617363;616.7260281776895;66.4;5.525;0.4789
Texas;2015;82.62;14.7;112877.0;27555914;409.6289457137949;84.7;4.467;0.4823
Utah;2015;90.81;9.3;7027.0;3203198;219.3745125964739;90.6;3.5;0.4252
Vermont;2015;91.69;10.7;764.0;637832;119.78075731540594;38.9;3.475;0.4452
Virginia;2015;89.01;10.9;16698.0;8390177;199.0184474058176;75.5;4.375;0.4681
Washington;2015;90.24;11.4;20275.0;7216688;280.9460517068217;84.1;5.442;0.4561
West Virginia;2015;86.27;14.5;5298.0;1857282;285.2555508533438;48.7;6.542;0.4581
Wisconsin;2015;91.09;11.4;17080.0;5876441;290.6521140942281;70.2;4.417;0.4410
Wyoming;2015;92.09;9.8;1251.0;595889;209.9384281300712;64.8;4.25;0.4374
Alabama;2016;85.12;16.2;25134.0;4887395;514.2616874633625;59.0;5.8;0.4847
Alaska;2016;92.14;12.6;5941.0;747188;795.1144825666365;66.0;6.625;0.4081
Arizona;2016;86.67;16.1;31812.0;6951468;457.6299567228102;89.8;5.5;0.4713
Arkansas;2016;85.98;16.0;15899.0;3005677;528.9656872644665;56.2;3.975;0.4719
California;2016;83.15;13.9;174736.0;39421283;443.25295044303857;95.0;5.517;0.4899
Colorado;2016;90.89;8.5;18894.0;5590124;337.9889247537264;86.2;3.117;0.4586
Connecticut;2016;90.51;9.8;8168.0;3653221;223.5835171209188;88.0;4.875;0.4945
Delaware;2016;88.6;11.6;4859.0;968738;501.5804066734246;83.3;4.533;0.4522
District of Columbia;2016;90.53;16.3;8236.0;681170;1209.0961140390798;100.0;6.233;0.5420
Florida;2016;87.09;13.0;88501.0;20750677;426.4969282688946;91.2;4.908;0.4852
Georgia;2016;86.06;15.4;39299.0;10572283;371.71725350144334;75.1;5.45;0.4813
Hawaii;2016;92.08;9.3;3452.0;1554673;222.0402618428441;91.9;2.908;0.4420
Idaho;2016;90.09;11.1;3840.0;1741411;220.51083862454067;70.6;3.708;0.4503
Illinois;2016;88.7;12.1;54814.0;12862656;426.1483786863304;88.5;5.883;0.4810
Indiana;2016;87.83;11.8;24095.0;6644024;362.6567273086311;72.4;4.392;0.4527
Iowa;2016;91.4;9.8;9012.0;3165023;284.73726731211747;64.0;3.6;0.4451
Kansas;2016;90.09;11.2;9879.0;3002811;328.9917347445444;74.2;4.05;0.4550
Kentucky;2016;85.81;15.2;10452.0;4478739;233.3692586239117;58.4;5.075;0.4813
Louisiana;2016;84.17;20.2;26136.0;4817513;542.5205910186438;73.2;6.042;0.4990
Maine;2016;91.9;12.7;1647.0;1382833;119.1033190558802;38.7;3.792;0.4519
Maryland;2016;89.89;7.1;28769.0;6213545;463.0046133085058;87.2;4.25;0.4499
Massachusetts;2016;90.23;9.6;25429.0;6824031;372.6389871323855;92.0;4.017;0.4786
Michigan;2016;89.92;11.1;45512.0;10327259;440.6977688852386;74.6;4.992;0.4695
Minnesota;2016;92.33;8.7;13268.0;5835395;227.3710691392785;73.3;3.867;0.4496
Mississippi;2016;84.2;21.1;5034.0;2990046;168.35861388085667;49.4;5.992;0.4828
Missouri;2016;89.22;13.0;31668.0;6172424;513.056134834548;70.4;4.575;0.4646
Montana;2016;92.75;11.7;3873.0;1101927;351.4751884652976;55.9;4.267;0.4667
Nebraska;2016;90.73;9.6;5373.0;1977033;271.77088091094083;73.1;3.108;0.4477
Nevada;2016;85.66;10.1;19875.0;2946513;674.5261263059081;94.2;5.833;0.4577
New Hampshire;2016;92.42;6.4;2562.0;1368384;187.2281464851972;60.3;2.892;0.4304
New Jersey;2016;89.22;9.4;21855.0;9005202;242.69305674653384;94.7;4.933;0.4813
New Mexico;2016;85.36;17.8;13802.0;2086535;661.4794383990683;77.4;6.783;0.4769
New York;2016;86.54;11.9;74123.0;21702264;341.5450111564397;87.9;4.875;0.5129
North Carolina;2016;87.14;13.6;32644.0;10180571;320.6499910466711;66.1;5.1;0.4780
North Dakota;2016;92.49;11.1;1904.0;783900;242.8881234851384;59.9;3.017;0.4533
Ohio;2016;89.56;13.7;33891.0;11718158;289.2178105125396;77.9;5.058;0.4680
Oklahoma;2016;87.3;14.6;17722.0;3975771;445.7500193044318;66.2;4.65;0.4645
Oregon;2016;89.96;11.8;10594.0;4172382;253.90771985882404;81.0;4.75;0.4583
Pennsylvania;2016;89.85;11.1;40276.0;13501534;298.30684424451323;78.7;5.333;0.4689
Rhode Island;2016;88.55;11.4;2529.0;1063042;237.90217131590285;90.7;5.242;0.4781
South Carolina;2016;86.58;14.1;24974.0;4984808;501.00224522188216;66.3;4.9;0.4735
South Dakota;2016;90.5;14.5;3491.0;903858;386.2332357516336;56.7;3.0;0.4495
Tennessee;2016;87.16;14.9;42674.0;6669183;639.8684816416044;66.4;4.742;0.4790
Texas;2016;83.17;13.8;120540.0;27948471;431.2937190732187;84.7;4.667;0.4800
Utah;2016;91.06;8.6;7299.0;3260682;223.8488757873353;90.6;3.333;0.4263
Vermont;2016;91.9;9.6;802.0;637427;125.81832900081108;38.9;3.125;0.4539
Virginia;2016;89.31;11.4;18429.0;8420092;218.869342520248;75.5;4.0;0.4705
Washington;2016;90.1;11.0;21892.0;7331183;298.6148347408597;84.1;5.192;0.4591
West Virginia;2016;86.17;18.0;5938.0;1844195;321.9833043685728;48.7;6.075;0.4711
Wisconsin;2016;91.57;10.7;17464.0;5888427;296.5817526480332;70.2;3.933;0.4498
Wyoming;2016;92.09;10.9;1362.0;595148;228.8506388326937;64.8;5.275;0.4360
Alabama;2017;86.5;15.0;23964.0;4894285;489.6322956264296;59.0;4.508;0.4768
Alaska;2017;90.92;14.4;6320.0;744849;848.4941243124446;66.0;6.608;0.4241
Arizona;2017;87.15;13.2;35764.0;7037119;508.2193437399595;89.8;4.958;0.4668
Arkansas;2017;86.7;14.8;16310.0;3021597;539.7807847969137;56.2;3.742;0.4725
California;2017;84.07;12.4;178573.0;39713887;449.6487588837628;95.0;4.833;0.4866
Colorado;2017;91.25;7.7;20827.0;5662274;367.8204198525186;86.2;2.617;0.4553
Connecticut;2017;90.28;10.9;8186.0;3645220;224.56806447896147;88.0;4.408;0.4943
Delaware;2017;90.57;9.2;4372.0;978771;446.6826254558012;83.3;4.4;0.4811
District of Columbia;2017;90.2;13.6;6975.0;693972;1005.0837785962548;100.0;6.108;0.5281
Florida;2017;88.02;13.7;85563.0;21124801;405.0357681475911;91.2;4.283;0.4859
Georgia;2017;86.7;13.3;32262.0;10692796;301.7171561114605;75.1;4.758;0.4830
Hawaii;2017;92.43;10.3;3577.0;1427538;250.5712632518364;91.9;2.233;0.4455
Idaho;2017;90.73;11.7;4148.0;1779810;233.05858490513032;70.6;3.183;0.4478
Illinois;2017;88.85;10.9;55593.0;12865097;432.1226649126703;88.5;4.958;0.4818
Indiana;2017;88.55;11.4;23956.0;6677713;358.7455765169902;72.4;3.525;0.4497
Iowa;2017;91.75;9.1;8937.0;3179050;281.12171875245747;64.0;3.092;0.4381
Kansas;2017;90.96;14.7;10436.0;3006891;347.06944814427925;74.2;3.642;0.4539
Kentucky;2017;86.56;14.4;10416.0;4494059;231.7726580803679;58.4;4.75;0.4784
Louisiana;2017;84.71;21.4;25359.0;4819273;526.199698585243;73.2;5.125;0.4935
Maine;2017;90.27;12.0;1610.0;1390713;115.767954998623;38.7;3.375;0.4526
Maryland;2017;89.85;7.8;30139.0;6249375;482.2722272227222;87.2;4.067;0.4530
Massachusetts;2017;90.58;10.6;24216.0;6872032;352.3848550181373;92.0;3.833;0.4851
Michigan;2017;90.85;12.7;44901.0;10387753;432.24939984614576;74.6;4.583;0.4671
Minnesota;2017;92.5;9.2;13320.0;5894269;225.98222103538205;73.3;3.442;0.4516
Mississippi;2017;84.41;18.3;4791.0;2985402;160.48090005969044;49.4;5.208;0.4790
Missouri;2017;89.49;11.1;32493.0;6200544;524.0346653454923;70.4;3.792;0.4618
Montana;2017;92.39;9.7;3992.0;1109109;359.9285552637297;55.9;4.1;0.4539
Nebraska;2017;91.11;10.4;5604.0;1987973;281.89517664475323;73.1;2.958;0.4391
Nevada;2017;86.61;13.7;16655.0;3004362;554.3606263160033;94.2;5.008;0.4606
New Hampshire;2017;92.77;6.6;2604.0;1370055;190.06536233946807;60.3;2.808;0.4386
New Jersey;2017;89.89;8.6;20604.0;9066144;227.2631010493546;94.7;4.517;0.4794
New Mexico;2017;85.62;18.6;16125.0;2093574;770.2139976900745;77.4;6.117;0.4776
New York;2017;86.84;13.4;70408.0;21791112;323.10420872509854;87.9;4.642;0.5157
North Carolina;2017;87.62;14.5;32918.0;10307673;319.3543295368412;66.1;4.55;0.4763
North Dakota;2017;92.7;11.3;2127.0;781178;272.2810934255701;59.9;2.6;0.4546
Ohio;2017;89.9;12.7;33091.0;11763545;281.3012574015741;77.9;4.933;0.4642
Oklahoma;2017;87.68;12.6;17945.0;3955314;453.69343622276256;66.2;4.033;0.4658
Oregon;2017;90.3;10.2;11551.0;4273638;270.2849422435873;81.0;4.067;0.4593
Pennsylvania;2017;90.3;11.2;40002.0;13598612;294.1623748070759;78.7;4.975;0.4777
Rhode Island;2017;88.76;12.2;2474.0;1066209;232.03705840036992;90.7;4.475;0.4722
South Carolina;2017;87.35;15.6;25119.0;5047242;497.6777416260207;66.3;4.192;0.4795
South Dakota;2017;90.96;10.4;3491.0;909430;383.86681767700645;56.7;3.017;0.4488
Tennessee;2017;87.78;11.5;44018.0;6734436;653.6256339803364;66.4;3.733;0.4822
Texas;2017;83.79;13.4;123155.0;28390032;433.79662270194;84.7;4.358;0.4781
Utah;2017;91.72;8.6;7419.0;3317709;223.61816542680504;90.6;3.158;0.4225
Vermont;2017;92.25;10.2;1091.0;636517;171.4015493694591;38.9;2.95;0.4525
Virginia;2017;89.78;10.3;17860.0;8478323;210.65486653433703;75.5;3.625;0.4674
Washington;2017;90.7;9.9;22494.0;7451235;301.8828422402461;84.1;4.65;0.4561
West Virginia;2017;87.15;17.3;5965.0;1828664;326.1944239072897;48.7;5.2;0.4686
Wisconsin;2017;92.0;9.5;18592.0;5904453;314.8809889756088;70.2;3.283;0.4467
Wyoming;2017;86.54;12.4;1313.0;588905;222.9561644068228;64.8;4.342;0.4326
Alabama;2018;86.62;16.0;23909.0;4906885;487.2541337325003;59.0;3.925;0.4859
Alaska;2018;92.71;13.1;6508.0;742552;876.4369364031072;66.0;6.092;0.4322
Arizona;2018;87.15;12.8;33509.0;7192613;465.8807584948613;89.8;4.808;0.4613
Arkansas;2018;87.3;15.9;16468.0;3031153;543.2916121357121;56.2;3.65;0.4845
California;2018;84.51;11.9;176944.0;39735951;445.2995223393546;95.0;4.258;0.4912
Colorado;2018;91.35;9.1;22583.0;5754756;392.4232408811077;86.2;3.025;0.4561
Connecticut;2018;90.8;10.2;7483.0;3630004;206.14302353385835;88.0;3.9;0.5014
Delaware;2018;87.03;7.4;4111.0;984141;417.7246959531205;83.3;3.692;0.4587
District of Columbia;2018;92.06;14.7;6996.0;702455;995.9356827127716;100.0;5.717;0.5243
Florida;2018;88.12;13.7;39939.0;21441679;186.26806230985923;91.2;3.642;0.4887
Georgia;2018;87.22;14.8;32786.0;10796981;303.65895799946304;75.1;4.017;0.4822
Hawaii;2018;91.96;9.2;3543.0;1420491;249.42079886461792;91.9;2.4;0.4450
Idaho;2018;90.12;11.5;4137.0;1819181;227.4100268197612;70.6;2.875;0.4454
Illinois;2018;89.37;10.3;51414.0;12803487;401.5624805961064;88.5;4.392;0.4852
Indiana;2018;88.43;11.6;22532.0;6702735;336.16128341639643;72.4;3.433;0.4511
Iowa;2018;91.85;8.9;6959.0;3189114;218.21107680691253;64.0;2.583;0.4413
Kansas;2018;90.78;7.5;11131.0;3005652;370.3356210233254;74.2;3.308;0.4633
Kentucky;2018;86.96;15.7;9628.0;4515472;213.2224493917801;58.4;4.2;0.4787
Louisiana;2018;85.77;19.0;24255.0;4719808;513.8980229704259;73.2;4.825;0.4936
Maine;2018;92.96;11.6;1500.0;1393395;107.65073794580864;38.7;3.175;0.4516
Maryland;2018;90.37;8.0;28356.0;6243451;454.1718994831545;87.2;3.808;0.4543
Massachusetts;2018;90.62;8.7;23177.0;6913325;335.2511273518893;92.0;3.458;0.4875
Michigan;2018;90.67;10.5;44996.0;10417561;431.9245166886952;74.6;4.167;0.4679
Minnesota;2018;92.76;7.9;12357.0;5942285;207.9503086775541;73.3;3.025;0.4536
Mississippi;2018;85.45;19.6;4422.0;2987810;148.0013789364116;49.4;4.942;0.4828
Missouri;2018;90.15;12.4;30581.0;6211247;492.3487988804824;70.4;3.233;0.4657
Montana;2018;93.05;10.3;3984.0;1121837;355.131806135829;55.9;3.725;0.4535
Nebraska;2018;91.12;10.5;5461.0;1998902;273.1999867927492;73.1;2.908;0.4488
Nevada;2018;86.63;13.0;17156.0;3040690;564.2140435230161;94.2;4.408;0.4690
New Hampshire;2018;92.84;6.1;2323.0;1382257;168.0584724837711;60.3;2.633;0.4530
New Jersey;2018;90.11;8.2;18536.0;8968809;206.67181116244083;94.7;4.017;0.4836
New Mexico;2018;85.36;16.6;16366.0;2100071;779.3069853352578;77.4;4.933;0.4891
New York;2018;87.32;11.1;68261.0;21485794;317.70294362870646;87.9;4.1;0.5130
North Carolina;2018;88.09;13.1;33055.0;10416869;317.3218363406509;66.1;4.008;0.4782
North Dakota;2018;92.48;9.7;2044.0;788896;259.09625603374843;59.9;2.392;0.4427
Ohio;2018;90.28;11.9;32728.0;11795193;277.46896553536686;77.9;4.475;0.4667
Oklahoma;2018;87.86;13.4;18646.0;3967005;470.0271363408919;66.2;3.292;0.4687
Oregon;2018;90.07;9.7;11892.0;4328893;274.7122647753132;81.0;4.033;0.4582
Pennsylvania;2018;90.67;11.8;39123.0;13602353;287.6193552689009;78.7;4.408;0.4747
Rhode Island;2018;89.4;8.9;2326.0;1063854;218.63902377581888;90.7;4.05;0.4700
South Carolina;2018;88.19;12.8;24987.0;5107178;489.2525774507957;66.3;3.367;0.4762
South Dakota;2018;88.41;10.6;3066.0;921472;332.7285039588832;56.7;2.767;0.4445
Tennessee;2018;87.78;12.0;42539.0;6791112;626.3922609434213;66.4;3.5;0.4778
Texas;2018;84.21;13.7;118661.0;28782803;412.2635311091835;84.7;3.917;0.4822
Utah;2018;91.79;6.9;7355.0;3378732;217.6852144532328;90.6;2.917;0.4269
Vermont;2018;93.35;9.7;1133.0;648985;174.58030617040455;38.9;2.5;0.4473
Virginia;2018;89.87;9.8;17301.0;8526290;202.9135767139049;75.5;3.0;0.4754
Washington;2018;91.07;8.6;23454.0;7579673;309.4328739511586;84.1;4.4;0.4574
West Virginia;2018;87.71;15.9;4586.0;1817569;252.3150427851708;48.7;5.142;0.4742
Wisconsin;2018;91.75;8.6;17283.0;5923923;291.7492344178005;70.2;3.0;0.4483
Wyoming;2018;92.19;9.5;1072.0;588786;182.0695464905755;64.8;4.067;0.4555
Alabama;2019;87.11;12.9;9503.0;4922404;193.05607585236808;59.0;3.192;0.4741
Alaska;2019;92.85;10.2;6325.0;736704;858.5537746503344;66.0;5.6;0.4376
Arizona;2019;87.34;9.9;31376.0;7299940;429.8117518774127;89.8;4.817;0.4591
Arkansas;2019;87.59;14.1;16531.0;3037786;544.1792147307283;56.2;3.492;0.4750
California;2019;84.72;10.1;173298.0;39691571;436.6115919170848;95.0;4.092;0.4866
Colorado;2019;91.83;9.3;20367.0;5818074;350.06429962905247;86.2;2.667;0.4548
Connecticut;2019;90.58;8.3;6546.0;3622038;180.7269829858218;88.0;3.583;0.5024
Delaware;2019;90.14;6.5;4112.0;990883;414.983403691455;83.3;3.55;0.4509
District of Columbia;2019;92.37;12.5;7403.0;705749;1048.9564986985458;100.0;5.517;0.5115
Florida;2019;88.12;11.5;81095.0;21621980;375.0581584110244;91.2;3.242;0.4808
Georgia;2019;87.53;12.1;25783.0;10885598;236.85423621191967;75.1;3.6;0.4795
Hawaii;2019;92.43;8.4;3257.0;1415872;230.0349184107038;91.9;2.508;0.4397
Idaho;2019;91.07;7.1;3984.0;1856399;214.6090360962272;70.6;2.883;0.4337
Illinois;2019;89.62;9.3;50427.0;12736361;395.9294181438482;88.5;3.975;0.4800
Indiana;2019;89.12;10.1;19339.0;6740561;286.9049030191997;72.4;3.317;0.4584
Iowa;2019;92.22;9.5;8186.0;3189025;256.69287634935444;64.0;2.658;0.4422
Kansas;2019;91.36;9.5;10772.0;3007917;358.12158380700004;74.2;3.15;0.4500
Kentucky;2019;87.27;13.6;9698.0;4514743;214.8073544828576;58.4;4.083;0.4764
Louisiana;2019;85.79;17.9;23989.0;4711000;509.21248142644873;73.2;4.633;0.4978
Maine;2019;92.81;10.4;1548.0;1399274;110.62879750499188;38.7;2.9;0.4490
Maryland;2019;90.15;7.0;27456.0;6246442;439.5462248748968;87.2;3.383;0.4558
Massachusetts;2019;91.29;7.5;22300.0;6903724;323.01407182558285;92.0;3.05;0.4803
Michigan;2019;90.91;10.2;43220.0;10408876;415.2225466034949;74.6;4.075;0.4634
Minnesota;2019;92.96;5.7;13273.0;5972409;222.23863101137243;73.3;3.275;0.4434
Mississippi;2019;85.26;19.2;4469.0;2977494;150.09266181560736;49.4;5.492;0.4896
Missouri;2019;90.46;9.4;29926.0;6223004;480.8931506391447;70.4;3.233;0.4633
Montana;2019;89.48;9.7;4248.0;1128358;376.4762601940165;55.9;3.5;0.4597
Nebraska;2019;91.84;8.7;5703.0;2004095;284.5673483542447;73.1;3.117;0.4400
Nevada;2019;86.85;10.4;15062.0;3086380;488.01508563430303;94.2;4.108;0.4710
New Hampshire;2019;90.73;3.7;1984.0;1384448;143.30621301775147;60.3;2.55;0.4406
New Jersey;2019;90.32;6.3;18408.0;8941805;205.8644759083876;94.7;3.458;0.4782
New Mexico;2019;85.73;15.3;15279.0;2101456;727.0673285569625;77.4;4.967;0.4768
New York;2019;87.85;12.5;69345.0;21379545;324.3520851355817;87.9;3.892;0.5149
North Carolina;2019;88.52;12.7;31442.0;10521960;298.82265281373435;66.1;3.875;0.4743
North Dakota;2019;93.12;8.1;2111.0;789872;267.258492515243;59.9;2.15;0.4558
Ohio;2019;90.38;12.4;31757.0;11800616;269.11307002956454;77.9;4.125;0.4651
Oklahoma;2019;88.04;10.8;17041.0;3975725;428.6262254054293;66.2;3.117;0.4739
Oregon;2019;90.89;8.1;11466.0;4359651;263.0027036567835;81.0;3.725;0.4500
Pennsylvania;2019;90.66;8.7;32969.0;13593466;242.53564175612016;78.7;4.267;0.4745
Rhode Island;2019;89.48;9.2;2342.0;1065937;219.71279728539304;90.7;3.525;0.4628
South Carolina;2019;88.29;15.1;25428.0;5171909;491.6559823461705;66.3;2.767;0.4747
South Dakota;2019;91.38;10.6;3009.0;924753;325.3841836685039;56.7;2.742;0.4360
Tennessee;2019;88.01;13.1;40620.0;6851803;592.8366591975864;66.4;3.333;0.4749
Texas;2019;84.8;11.1;120374.0;29074671;414.01672266558063;84.7;3.525;0.4753
Utah;2019;92.41;7.3;7343.0;3382184;217.10823538873103;90.6;2.542;0.4268
Vermont;2019;92.97;8.6;1263.0;646608;195.32699873802983;38.9;2.1;0.4471
Virginia;2019;90.04;8.8;17734.0;8544468;207.54949284145016;75.5;2.725;0.4690
Washington;2019;91.05;7.0;22161.0;7660883;289.2747480936597;84.1;4.183;0.4577
West Virginia;2019;87.16;13.9;4021.0;1804075;222.8843035904827;48.7;4.925;0.4644
Wisconsin;2019;92.43;8.4;16715.0;5933340;281.71316661441955;70.2;3.208;0.4391
Wyoming;2019;93.77;9.2;1111.0;589800;188.36893862326207;64.8;3.733;0.4345
Alabama;2021;87.74;15.9;15005.0;5055712;296.7930135260869;59.0;3.35;0.4823
Alaska;2021;92.51;11.4;2379.0;737794;322.447729311976;66.0;6.4;0.4392
Arizona;2021;88.55;12.6;12843.0;7277171;176.4834164265207;89.8;5.042;0.4629
Arkansas;2021;88.68;16.8;20816.0;3050003;682.4911319759358;56.2;4.033;0.4751
California;2021;85.11;11.9;36708.0;39419746;93.12084354881436;95.0;7.35;0.4924
Colorado;2021;92.34;7.9;27918.0;5872981;475.3633631711051;86.2;5.508;0.4604
Connecticut;2021;91.09;8.0;6258.0;3662022;170.88919727953572;88.0;6.458;0.4985
Delaware;2021;91.0;11.7;4245.0;1019453;416.39977517354896;83.3;5.442;0.4547
District of Columbia;2021;92.78;14.0;2884.0;670050;430.41564062383407;100.0;6.833;0.5305
Florida;2021;89.5;12.6;18058.0;21924490;82.36451566262203;91.2;4.717;0.4869
Georgia;2021;88.59;14.0;35427.0;11072343;319.9593798710896;75.1;3.942;0.4787
Hawaii;2021;92.95;10.9;3852.0;1441553;267.2118194752465;91.9;5.967;0.4552
Idaho;2021;90.75;9.3;4565.0;1977567;230.83920797626573;70.6;3.575;0.4577
Illinois;2021;90.11;10.7;21115.0;12739755;165.74102092230189;88.5;6.1;0.4824
Indiana;2021;90.09;10.4;20225.0;6814268;296.8037065756733;72.4;3.892;0.4480
Iowa;2021;92.76;9.7;9015.0;3234912;278.6783689942725;64.0;3.85;0.4489
Kansas;2021;91.4;7.1;12331.0;3034446;406.3674225871872;74.2;3.392;0.4599
Kentucky;2021;88.2;16.2;12201.0;4555929;267.8048758003033;58.4;4.475;0.4757
Louisiana;2021;86.51;18.4;27673.0;4685733;590.5799583544347;73.2;5.608;0.4988
Maine;2021;94.13;9.1;1558.0;1436427;108.46356967670478;38.7;4.733;0.4663
Maryland;2021;90.85;7.7;15139.0;6366504;237.79141582256133;87.2;5.2;0.4631
Massachusetts;2021;91.01;7.6;20989.0;6994071;300.09703933517403;92.0;5.292;0.4893
Michigan;2021;91.57;11.7;48860.0;10479239;466.2552309380481;74.6;5.725;0.4659
Minnesota;2021;93.45;6.9;17674.0;6052891;291.9927023301758;73.3;3.683;0.4493
Mississippi;2021;86.46;17.4;4343.0;2953021;147.06972960910198;49.4;5.408;0.4808
Missouri;2021;91.2;12.3;31760.0;6270656;506.48608375264087;70.4;4.142;0.4706
Montana;2021;93.81;10.7;5209.0;1130423;460.80095680997294;55.9;3.392;0.4693
Nebraska;2021;91.69;8.1;2989.0;2027023;147.45762628248423;73.1;2.6;0.4560
Nevada;2021;87.11;12.8;13492.0;3150303;428.276264219664;94.2;6.825;0.4726
New Hampshire;2021;94.37;6.9;1797.0;1406791;127.7375246216389;60.3;3.475;0.4348
New Jersey;2021;90.95;7.6;12271.0;9326233;131.57509575409492;94.7;6.692;0.4853
New Mexico;2021;87.41;18.0;15291.0;2120439;721.1242577598318;77.4;7.067;0.4861
New York;2021;88.28;12.5;10468.0;21763834;48.09814300182588;87.9;7.083;0.5140
North Carolina;2021;89.65;11.8;43495.0;10594379;410.5478952565318;66.1;4.892;0.4801
North Dakota;2021;93.55;8.5;2024.0;803107;252.0212126155045;59.9;3.092;0.4531
Ohio;2021;91.31;11.6;35479.0;11891997;298.3434994139336;77.9;5.242;0.4687
Oklahoma;2021;88.23;15.1;17375.0;4002678;434.0843805072504;66.2;4.025;0.4618
Oregon;2021;91.41;9.2;14524.0;4250019;341.73964869333525;81.0;5.15;0.4611
Pennsylvania;2021;91.52;10.8;21964.0;13931714;157.65468627908956;78.7;5.9;0.4720
Rhode Island;2021;89.08;9.4;2195.0;1102387;199.113378514079;90.7;5.6;0.4680
South Carolina;2021;89.27;13.7;26608.0;5228459;508.9071177568764;66.3;3.925;0.4760
South Dakota;2021;92.1;8.4;3287.0;935809;351.2468890553521;56.7;2.542;0.4522
Tennessee;2021;89.69;10.6;46912.0;6999556;670.2139392841489;66.4;4.467;0.4821
Texas;2021;85.48;13.5;132219.0;29597833;446.7185148318122;84.7;5.625;0.4784
Utah;2021;92.49;7.9;8297.0;3458604;239.89447765630297;90.6;2.767;0.4449
Vermont;2021;94.05;7.5;1229.0;667932;184.0007665450974;38.9;3.617;0.4527
Virginia;2021;91.39;9.8;19574.0;8655456;226.14637518808945;75.5;3.833;0.4724
Washington;2021;91.75;7.7;25951.0;7786968;333.2619319868785;84.1;5.192;0.4704
West Virginia;2021;88.81;16.9;4647.0;1795766;258.77536382802657;48.7;5.142;0.4858
Wisconsin;2021;92.82;9.3;18809.0;6005453;313.1986879257901;70.2;3.792;0.4464
Wyoming;2021;93.07;9.4;989.0;591049;167.32961226564973;64.8;4.55;0.4638
Alabama;2022;88.71;13.6;19077.0;5088690;374.89019767366455;59.0;2.492;0.4851
Alaska;2022;93.23;9.6;5664.0;738329;767.1376852324642;66.0;4.258;0.4278
Arizona;2022;88.78;12.7;29186.0;7359406;396.5809197100961;89.8;3.717;0.4665
Arkansas;2022;88.87;16.6;19691.0;3071369;641.1147602258146;56.2;3.175;0.4799
California;2022;85.42;11.2;193587.0;39181464;494.0780160741314;95.0;4.292;0.4953
Colorado;2022;92.53;8.1;29210.0;5904159;494.73599881033016;86.2;3.1;0.4566
Connecticut;2022;91.39;10.2;5566.0;3682043;151.16607817996697;88.0;4.033;0.5008
Delaware;2022;91.44;9.3;3980.0;1034511;384.7228304000634;83.3;4.175;0.4407
District of Columbia;2022;93.68;13.4;5479.0;671803;815.5664681461678;100.0;4.7;0.5111
Florida;2022;89.66;13.5;55617.0;22383331;248.47508174721628;91.2;3.017;0.4902
Georgia;2022;89.03;11.7;38051.0;11159771;340.9657778820013;75.1;3.167;0.4736
Hawaii;2022;92.69;8.8;3346.0;1440196;232.32948848628936;91.9;3.258;0.4574
Idaho;2022;91.32;8.2;4820.0;2024650;238.0658385399946;70.6;2.875;0.4434
Illinois;2022;90.28;9.5;32752.0;12661078;258.68255451865946;88.5;4.583;0.4837
Indiana;2022;89.6;10.4;19869.0;6841585;290.4151596450238;72.4;3.067;0.4561
Iowa;2022;93.0;9.4;8835.0;3241650;272.5463884133081;64.0;2.825;0.4514
Kansas;2022;91.59;10.5;12192.0;3034373;401.7963513384808;74.2;2.725;0.4632
Kentucky;2022;88.88;17.1;9923.0;4558755;217.6690785093737;58.4;4.05;0.4845
